nanoparticle,type_organic_inorganic,coat,diameter,dose,zeta_potential,cell_line,cell_line_or_primary,human_or_animal,animal_species,cell_morphology,cell_age_embryonic_or_adult,cell_organ_or_tissue,exposure_time,test_assay,test_indicator,biochemical_metric,cell_viability,inference_checked_y_n,colloidal_stability_checked_y_n,positive_control_y_n,publication_year,particle_id,reference_doi,row_num
Iron oxide,I,PEG to the PEI,361.4,0.00000008013737654,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Live/Dead,trypan blue,cell membrane integrity,83.52273,Y,N,N,2012,19,10.1186/1556-276X-7-77,518
Iron oxide,I,PEG to the PEI,361.4,0.0000001602747531,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Live/Dead,trypan blue,cell membrane integrity,79.545456,Y,N,N,2012,19,10.1186/1556-276X-7-77,519
Iron oxide,I,PEG to the PEI,361.4,0.0000003205495062,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,Live/Dead,trypan blue,cell membrane integrity,55.68182,Y,N,N,2012,19,10.1186/1556-276X-7-77,520
Iron oxide,I,PEG to the PEI,361.4,0.00000002000228918,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,72,Live/Dead,trypan blue,cell membrane integrity,98.86364,Y,N,N,2012,19,10.1186/1556-276X-7-77,521
Iron oxide,I,PEG to the PEI,361.4,0.00000004006868827,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,72,Live/Dead,trypan blue,cell membrane integrity,86.36364,Y,N,N,2012,19,10.1186/1556-276X-7-77,522
Iron oxide,I,PEG to the PEI,361.4,0.00000008013737654,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,72,Live/Dead,trypan blue,cell membrane integrity,82.954544,Y,N,N,2012,19,10.1186/1556-276X-7-77,523
Iron oxide,I,PEG to the PEI,361.4,0.0000001602747531,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,72,Live/Dead,trypan blue,cell membrane integrity,60.795456,Y,N,N,2012,19,10.1186/1556-276X-7-77,524
Iron oxide,I,PEG to the PEI,361.4,0.0000003205495062,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,72,Live/Dead,trypan blue,cell membrane integrity,55.113636,Y,N,N,2012,19,10.1186/1556-276X-7-77,525
Iron oxide,I,PEG to the PEI,361.4,0.00000002000228918,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,120,Live/Dead,trypan blue,cell membrane integrity,92.61364,Y,N,N,2012,19,10.1186/1556-276X-7-77,526
Iron oxide,I,PEG to the PEI,361.4,0.00000004006868827,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,120,Live/Dead,trypan blue,cell membrane integrity,75.568184,Y,N,N,2012,19,10.1186/1556-276X-7-77,527
Iron oxide,I,PEG to the PEI,361.4,0.00000008013737654,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,120,Live/Dead,trypan blue,cell membrane integrity,74.431816,Y,N,N,2012,19,10.1186/1556-276X-7-77,528
Iron oxide,I,PEG to the PEI,361.4,0.0000001602747531,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,120,Live/Dead,trypan blue,cell membrane integrity,53.409092,Y,N,N,2012,19,10.1186/1556-276X-7-77,529
Iron oxide,I,PEG to the PEI,361.4,0.0000003205495062,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,120,Live/Dead,trypan blue,cell membrane integrity,43.75,Y,N,N,2012,19,10.1186/1556-276X-7-77,530
Iron oxide,I,PEG to the PEI,361.4,0.00000002000228918,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,168,Live/Dead,trypan blue,cell membrane integrity,69.88636,Y,N,N,2012,19,10.1186/1556-276X-7-77,531
Iron oxide,I,PEG to the PEI,361.4,0.00000004006868827,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,168,Live/Dead,trypan blue,cell membrane integrity,61.93182,Y,N,N,2012,19,10.1186/1556-276X-7-77,532
Iron oxide,I,PEG to the PEI,361.4,0.00000008013737654,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,168,Live/Dead,trypan blue,cell membrane integrity,55.113636,Y,N,N,2012,19,10.1186/1556-276X-7-77,533
Iron oxide,I,PEG to the PEI,361.4,0.0000001602747531,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,168,Live/Dead,trypan blue,cell membrane integrity,50.56818,Y,N,N,2012,19,10.1186/1556-276X-7-77,534
Iron oxide,I,PEG to the PEI,361.4,0.0000003205495062,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,168,Live/Dead,trypan blue,cell membrane integrity,32.954544,Y,N,N,2012,19,10.1186/1556-276X-7-77,535
Iron oxide,I,PEG to the PEI,361.4,0.00000002000228918,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,1,LDH,LDH activity assay kit,LDH leakage,92.11166,Y,N,N,2012,19,10.1186/1556-276X-7-77,536
Iron oxide,I,PEG to the PEI,361.4,0.00000004006868827,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,1,LDH,LDH activity assay kit,LDH leakage,92.1278825,Y,N,N,2012,19,10.1186/1556-276X-7-77,537
Iron oxide,I,PEG to the PEI,361.4,0.00000008013737654,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,1,LDH,LDH activity assay kit,LDH leakage,92.141609,Y,N,N,2012,19,10.1186/1556-276X-7-77,538
Iron oxide,I,PEG to the PEI,361.4,0.0000001602747531,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,1,LDH,LDH activity assay kit,LDH leakage,90.741489,Y,N,N,2012,19,10.1186/1556-276X-7-77,539
Iron oxide,I,PEG to the PEI,361.4,0.0000003205495062,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,1,LDH,LDH activity assay kit,LDH leakage,91.701108,Y,N,N,2012,19,10.1186/1556-276X-7-77,540
Iron oxide,I,PEG to the PEI,361.4,0.00000002000228918,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,4,LDH,LDH activity assay kit,LDH leakage,93.644055,Y,N,N,2012,19,10.1186/1556-276X-7-77,541
Iron oxide,I,PEG to the PEI,361.4,0.00000004006868827,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,4,LDH,LDH activity assay kit,LDH leakage,93.6590295,Y,N,N,2012,19,10.1186/1556-276X-7-77,542
Iron oxide,I,PEG to the PEI,361.4,0.00000008013737654,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,4,LDH,LDH activity assay kit,LDH leakage,95.0878506,Y,N,N,2012,19,10.1186/1556-276X-7-77,543
Iron oxide,I,PEG to the PEI,361.4,0.0000001602747531,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,4,LDH,LDH activity assay kit,LDH leakage,95.105321,Y,N,N,2012,19,10.1186/1556-276X-7-77,544
Iron oxide,I,PEG to the PEI,361.4,0.0000003205495062,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,4,LDH,LDH activity assay kit,LDH leakage,91.820905,Y,N,N,2012,19,10.1186/1556-276X-7-77,545
Iron oxide,I,PEG to the PEI,361.4,0.00000002000228918,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,24,LDH,LDH activity assay kit,LDH leakage,96.122342,Y,N,N,2012,19,10.1186/1556-276X-7-77,546
Iron oxide,I,PEG to the PEI,361.4,0.00000004006868827,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,24,LDH,LDH activity assay kit,LDH leakage,97.551163,Y,N,N,2012,19,10.1186/1556-276X-7-77,547
Iron oxide,I,PEG to the PEI,361.4,0.00000008013737654,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,24,LDH,LDH activity assay kit,LDH leakage,96.152291,Y,N,N,2012,19,10.1186/1556-276X-7-77,548
Iron oxide,I,PEG to the PEI,361.4,0.0000001602747531,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,24,LDH,LDH activity assay kit,LDH leakage,94.7521715,Y,N,N,2012,19,10.1186/1556-276X-7-77,549
Iron oxide,I,PEG to the PEI,361.4,0.0000003205495062,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,24,LDH,LDH activity assay kit,LDH leakage,85.335679,Y,N,N,2012,19,10.1186/1556-276X-7-77,550
Iron oxide,I,PEG to the PEI,361.4,0.00000002000228918,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,72,LDH,LDH activity assay kit,LDH leakage,23.12519,Y,N,N,2012,19,10.1186/1556-276X-7-77,551
Iron oxide,I,PEG to the PEI,361.4,0.00000004006868827,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,72,LDH,LDH activity assay kit,LDH leakage,23.14016,Y,N,N,2012,19,10.1186/1556-276X-7-77,552
Iron oxide,I,PEG to the PEI,361.4,0.00000008013737654,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,72,LDH,LDH activity assay kit,LDH leakage,28.81801,Y,N,N,2012,19,10.1186/1556-276X-7-77,553
Iron oxide,I,PEG to the PEI,361.4,0.0000001602747531,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,72,LDH,LDH activity assay kit,LDH leakage,38.266945,Y,N,N,2012,19,10.1186/1556-276X-7-77,554
Iron oxide,I,PEG to the PEI,361.4,0.0000003205495062,12.1,SH-SY5Y,L,H,,Epithelial,A,Bone Marrow,72,LDH,LDH activity assay kit,LDH leakage,34.50958,Y,N,N,2012,19,10.1186/1556-276X-7-77,555
Iron oxide,I,PEG to the PEI,361.4,0.00000002000228918,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,1,LDH,LDH activity assay kit,LDH leakage,94.855769,Y,N,N,2012,19,10.1186/1556-276X-7-77,556
Iron oxide,I,PEG to the PEI,361.4,0.00000004006868827,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,1,LDH,LDH activity assay kit,LDH leakage,93.9800825,Y,N,N,2012,19,10.1186/1556-276X-7-77,557
Iron oxide,I,PEG to the PEI,361.4,0.00000008013737654,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,1,LDH,LDH activity assay kit,LDH leakage,93.995932,Y,N,N,2012,19,10.1186/1556-276X-7-77,558
Iron oxide,I,PEG to the PEI,361.4,0.0000001602747531,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,1,LDH,LDH activity assay kit,LDH leakage,93.116283,Y,N,N,2012,19,10.1186/1556-276X-7-77,559
Iron oxide,I,PEG to the PEI,361.4,0.0000003205495062,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,1,LDH,LDH activity assay kit,LDH leakage,93.133453,Y,N,N,2012,19,10.1186/1556-276X-7-77,560
Iron oxide,I,PEG to the PEI,361.4,0.00000002000228918,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,4,LDH,LDH activity assay kit,LDH leakage,93.6327133,Y,N,N,2012,19,10.1186/1556-276X-7-77,561
Iron oxide,I,PEG to the PEI,361.4,0.00000004006868827,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,4,LDH,LDH activity assay kit,LDH leakage,93.199493,Y,N,N,2012,19,10.1186/1556-276X-7-77,562
Iron oxide,I,PEG to the PEI,361.4,0.00000008013737654,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,4,LDH,LDH activity assay kit,LDH leakage,94.1095204,Y,N,N,2012,19,10.1186/1556-276X-7-77,563
Iron oxide,I,PEG to the PEI,361.4,0.0000001602747531,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,4,LDH,LDH activity assay kit,LDH leakage,92.787405,Y,N,N,2012,19,10.1186/1556-276X-7-77,564
Iron oxide,I,PEG to the PEI,361.4,0.0000003205495062,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,4,LDH,LDH activity assay kit,LDH leakage,96.3720415,Y,N,N,2012,19,10.1186/1556-276X-7-77,565
Iron oxide,I,PEG to the PEI,361.4,0.00000002000228918,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,93.301194,Y,N,N,2012,19,10.1186/1556-276X-7-77,566
Iron oxide,I,PEG to the PEI,361.4,0.00000004006868827,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,92.869294,Y,N,N,2012,19,10.1186/1556-276X-7-77,567
Iron oxide,I,PEG to the PEI,361.4,0.00000008013737654,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,92.436074,Y,N,N,2012,19,10.1186/1556-276X-7-77,568
Iron oxide,I,PEG to the PEI,361.4,0.0000001602747531,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,91.113958,Y,N,N,2012,19,10.1186/1556-276X-7-77,569
Iron oxide,I,PEG to the PEI,361.4,0.0000003205495062,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,24,LDH,LDH activity assay kit,LDH leakage,91.132449,Y,N,N,2012,19,10.1186/1556-276X-7-77,570
Iron oxide,I,PEG to the PEI,361.4,0.00000002000228918,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,72,LDH,LDH activity assay kit,LDH leakage,88.05896,Y,N,N,2012,19,10.1186/1556-276X-7-77,571
Iron oxide,I,PEG to the PEI,361.4,0.00000004006868827,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,72,LDH,LDH activity assay kit,LDH leakage,88.072168,Y,N,N,2012,19,10.1186/1556-276X-7-77,572
Iron oxide,I,PEG to the PEI,361.4,0.00000008013737654,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,72,LDH,LDH activity assay kit,LDH leakage,89.871091,Y,N,N,2012,19,10.1186/1556-276X-7-77,573
Iron oxide,I,PEG to the PEI,361.4,0.0000001602747531,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,72,LDH,LDH activity assay kit,LDH leakage,90.333368,Y,N,N,2012,19,10.1186/1556-276X-7-77,574
Iron oxide,I,PEG to the PEI,361.4,0.0000003205495062,12.1,RAW 264.7,L,A,Mouse,Monocyte/Macrophage,A,Blood,72,LDH,LDH activity assay kit,LDH leakage,91.689825,Y,N,N,2012,19,10.1186/1556-276X-7-77,575
Iron oxide,I,PEG,16,0.002955218493,,HMEC-1,L,H,,Endothelial-like,E,Skin,24,ATPLite,luciferase,ATP content,109.81651,N,N,N,2015,20,10.3762/bjnano.6.28,576
Iron oxide,I,PEG,16,0.002955218493,,HMEC-1,L,H,,Endothelial-like,E,Skin,72,ATPLite,luciferase,ATP content,111.48148,N,N,N,2015,20,10.3762/bjnano.6.28,577
Iron oxide,I,PEG-NH2,16,0.002955218493,,HMEC-1,L,H,,Endothelial-like,E,Skin,24,ATPLite,luciferase,ATP content,86.69725,N,N,N,2015,20,10.3762/bjnano.6.28,578
Iron oxide,I,PEG-NH2,16,0.002955218493,,HMEC-1,L,H,,Endothelial-like,E,Skin,72,ATPLite,luciferase,ATP content,79.07407,N,N,N,2015,20,10.3762/bjnano.6.28,579
Iron oxide,I,,957,0,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,94.38202,N,Y,N,2011,21,10.1007/s10565-011-9191-9,580
Iron oxide,I,,957,0,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,94.38202,N,Y,N,2011,21,10.1007/s10565-011-9191-9,581
Iron oxide,I,,957,0,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,96.62921,N,Y,N,2011,21,10.1007/s10565-011-9191-9,582
Iron oxide,I,,957,0.000000000690531882,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,96.62921,N,Y,N,2011,21,10.1007/s10565-011-9191-9,583
Iron oxide,I,,957,0.00000000345265941,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,100,N,Y,N,2011,21,10.1007/s10565-011-9191-9,584
Iron oxide,I,,957,0.00000000690531882,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,98.8764,N,Y,N,2011,21,10.1007/s10565-011-9191-9,585
Iron oxide,I,,957,0.00000001381063764,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,97.75281,N,Y,N,2011,21,10.1007/s10565-011-9191-9,586
Iron oxide,I,,957,0.0000000345265941,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,97.75281,N,Y,N,2011,21,10.1007/s10565-011-9191-9,587
Iron oxide,I,,957,0.0000000690531882,,HCMEC,P,H,,Endothelial,A,Heart,12,MTT,tetrazolium salt,cell metabolic activity,95.505615,N,Y,N,2011,21,10.1007/s10565-011-9191-9,588
Iron oxide,I,,957,0,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,96.62921,N,Y,N,2011,21,10.1007/s10565-011-9191-9,589
Iron oxide,I,,957,0,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,97.75281,N,Y,N,2011,21,10.1007/s10565-011-9191-9,590
Iron oxide,I,,957,0,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,97.75281,N,Y,N,2011,21,10.1007/s10565-011-9191-9,591
Iron oxide,I,,957,0.000000000690531882,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,93.25843,N,Y,N,2011,21,10.1007/s10565-011-9191-9,592
Iron oxide,I,,957,0.00000000345265941,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,88.764046,N,Y,N,2011,21,10.1007/s10565-011-9191-9,593
Iron oxide,I,,957,0.00000000690531882,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,89.88764,N,Y,N,2011,21,10.1007/s10565-011-9191-9,594
Iron oxide,I,,957,0.00000001381063764,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,92.134834,N,Y,N,2011,21,10.1007/s10565-011-9191-9,595
Iron oxide,I,,957,0.0000000345265941,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,92.134834,N,Y,N,2011,21,10.1007/s10565-011-9191-9,596
Iron oxide,I,,957,0.0000000690531882,,HCMEC,P,H,,Endothelial,A,Heart,24,MTT,tetrazolium salt,cell metabolic activity,89.88764,N,Y,N,2011,21,10.1007/s10565-011-9191-9,597
Iron oxide,I,,957,0,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,95.4905033,N,Y,N,2011,21,10.1007/s10565-011-9191-9,598
Iron oxide,I,,957,0,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,99.20229125,N,Y,N,2011,21,10.1007/s10565-011-9191-9,599
Iron oxide,I,,957,0,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,95.435032,N,Y,N,2011,21,10.1007/s10565-011-9191-9,600
Iron oxide,I,,957,0.000000000690531882,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,95.40609,N,Y,N,2011,21,10.1007/s10565-011-9191-9,601
Iron oxide,I,,957,0.00000000345265941,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,87.905336,N,Y,N,2011,21,10.1007/s10565-011-9191-9,602
Iron oxide,I,,957,0.00000000690531882,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,87.873982,N,Y,N,2011,21,10.1007/s10565-011-9191-9,603
Iron oxide,I,,957,0.00000001381063764,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,85.978293,N,Y,N,2011,21,10.1007/s10565-011-9191-9,604
Iron oxide,I,,957,0.0000000345265941,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,91.55924,N,Y,N,2011,21,10.1007/s10565-011-9191-9,605
Iron oxide,I,,957,0.0000000690531882,,HCMEC,P,H,,Endothelial,A,Heart,12,LDH,LDH activity assay kit,LDH leakage,87.791981,N,Y,N,2011,21,10.1007/s10565-011-9191-9,606
Iron oxide,I,,957,0,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,98.1869159,N,Y,N,2011,21,10.1007/s10565-011-9191-9,607
Iron oxide,I,,957,0,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,98.1579741,N,Y,N,2011,21,10.1007/s10565-011-9191-9,608
Iron oxide,I,,957,0,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,94.3931265,N,Y,N,2011,21,10.1007/s10565-011-9191-9,609
Iron oxide,I,,957,0.000000000690531882,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,86.889961,N,Y,N,2011,21,10.1007/s10565-011-9191-9,610
Iron oxide,I,,957,0.00000000345265941,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,86.861019,N,Y,N,2011,21,10.1007/s10565-011-9191-9,611
Iron oxide,I,,957,0.00000000690531882,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,86.832077,N,Y,N,2011,21,10.1007/s10565-011-9191-9,612
Iron oxide,I,,957,0.00000001381063764,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,83.069641,N,Y,N,2011,21,10.1007/s10565-011-9191-9,613
Iron oxide,I,,957,0.0000000345265941,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,84.909859,N,Y,N,2011,21,10.1007/s10565-011-9191-9,614
Iron oxide,I,,957,0.0000000690531882,,HCMEC,P,H,,Endothelial,A,Heart,24,LDH,LDH activity assay kit,LDH leakage,83.01417,N,Y,N,2011,21,10.1007/s10565-011-9191-9,615
Iron oxide,I,,196.4,0.00000007989049238,,A549,L,H,,Epithelial,A,Lung,24,Alamar Blue,Alamar blue,cell metabolic activity,96.346596,N,Y,N,2013,22,10.3390/ijms140815546,616
Iron oxide,I,,196.4,0.00000007989049238,,A549,L,H,,Epithelial,A,Lung,72,Alamar Blue,Alamar blue,cell metabolic activity,95.28805,N,Y,N,2013,22,10.3390/ijms140815546,617
Iron oxide,I,,196.4,0.0000007989049238,,A549,L,H,,Epithelial,A,Lung,24,Alamar Blue,Alamar blue,cell metabolic activity,95.04239,N,Y,N,2013,22,10.3390/ijms140815546,618
Iron oxide,I,,196.4,0.0000007989049238,,A549,L,H,,Epithelial,A,Lung,72,Alamar Blue,Alamar blue,cell metabolic activity,91.270515,N,Y,N,2013,22,10.3390/ijms140815546,619
Iron oxide,I,,196.4,0.000007989049238,,A549,L,H,,Epithelial,A,Lung,24,Alamar Blue,Alamar blue,cell metabolic activity,93.7379,N,Y,N,2013,22,10.3390/ijms140815546,620
Iron oxide,I,,196.4,0.000007989049238,,A549,L,H,,Epithelial,A,Lung,72,Alamar Blue,Alamar blue,cell metabolic activity,88.29703,N,Y,N,2013,22,10.3390/ijms140815546,621
Iron oxide,I,,196.4,0.00000007989049238,,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,97.32284,N,Y,N,2013,22,10.3390/ijms140815546,622
Iron oxide,I,,196.4,0.0000007989049238,,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,91.02362,N,Y,N,2013,22,10.3390/ijms140815546,623
Iron oxide,I,,196.4,0.000007989049238,,A549,L,H,,Epithelial,A,Lung,24,LDH,LDH activity assay kit,LDH leakage,-58.89764,N,Y,N,2013,22,10.3390/ijms140815546,624
Iron oxide,I,,196.4,0.00000007989049238,,A549,L,H,,Epithelial,A,Lung,24,Live/Dead,"propidium iodide, Annexin V",cell membrane integrity,99.49775452,N,Y,N,2013,22,10.3390/ijms140815546,625
Iron oxide,I,,196.4,0.0000007989049238,,A549,L,H,,Epithelial,A,Lung,24,Live/Dead,"propidium iodide, Annexin V",cell membrane integrity,99.48388338,N,Y,N,2013,22,10.3390/ijms140815546,626
Iron oxide,I,,196.4,0.000007989049238,,A549,L,H,,Epithelial,A,Lung,24,Live/Dead,"propidium iodide, Annexin V",cell membrane integrity,98.21391782,N,Y,N,2013,22,10.3390/ijms140815546,627
Iron oxide,I,BSA,12,0.1751240589,,HeLa,L,H,,Epithelial,A,Cervix,6,Alamar Blue,Alamar blue,cell metabolic activity,116.68046,N,Y,N,2009,23,10.1039/B901616C,628
Iron oxide,I,BSA,12,0.3502481177,,HeLa,L,H,,Epithelial,A,Cervix,6,Alamar Blue,Alamar blue,cell metabolic activity,125.76342,N,Y,N,2009,23,10.1039/B901616C,629
Iron oxide,I,BSA,12,0.7004962355,,HeLa,L,H,,Epithelial,A,Cervix,6,Alamar Blue,Alamar blue,cell metabolic activity,118.42655,N,Y,N,2009,23,10.1039/B901616C,630
Iron oxide,I,BSA,12,1.400992471,,HeLa,L,H,,Epithelial,A,Cervix,6,Alamar Blue,Alamar blue,cell metabolic activity,106.33531,N,Y,N,2009,23,10.1039/B901616C,631
Iron oxide,I,BSA,12,2.801984942,,HeLa,L,H,,Epithelial,A,Cervix,6,Alamar Blue,Alamar blue,cell metabolic activity,60.540848,N,Y,N,2009,23,10.1039/B901616C,632
Iron oxide,I,BSA,12,0.1751240589,,MEF,L,A,Mouse,Fibroblast,E,embryo,6,Alamar Blue,Alamar blue,cell metabolic activity,95.12975,N,Y,N,2009,23,10.1039/B901616C,633
Iron oxide,I,BSA,12,0.3502481177,,MEF,L,A,Mouse,Fibroblast,E,embryo,6,Alamar Blue,Alamar blue,cell metabolic activity,97.29847,N,Y,N,2009,23,10.1039/B901616C,634
Iron oxide,I,BSA,12,0.7004962355,,MEF,L,A,Mouse,Fibroblast,E,embryo,6,Alamar Blue,Alamar blue,cell metabolic activity,100.33076,N,Y,N,2009,23,10.1039/B901616C,635
Iron oxide,I,BSA,12,1.400992471,,MEF,L,A,Mouse,Fibroblast,E,embryo,6,Alamar Blue,Alamar blue,cell metabolic activity,83.9204,N,Y,N,2009,23,10.1039/B901616C,636
Iron oxide,I,BSA,12,2.801984942,,MEF,L,A,Mouse,Fibroblast,E,embryo,6,Alamar Blue,Alamar blue,cell metabolic activity,52.38526,N,Y,N,2009,23,10.1039/B901616C,637
Iron oxide,I,BSA,12,0.1751240589,,HepG2,L,H,,Epithelial,A,liver,6,Alamar Blue,Alamar blue,cell metabolic activity,80.49265,N,Y,N,2009,23,10.1039/B901616C,638
Iron oxide,I,BSA,12,0.3502481177,,HepG2,L,H,,Epithelial,A,liver,6,Alamar Blue,Alamar blue,cell metabolic activity,86.55028,N,Y,N,2009,23,10.1039/B901616C,639
